ENSEMBLE,REAL,RELPERM:EG,RELPERM:EO,RELPERM:EOG,RELPERM:EW,RELPERM:KRGEND,RELPERM:KROEND,RELPERM:KRWEND,RELPERM:LG,RELPERM:LO,RELPERM:LOG,RELPERM:LW,RELPERM:SGCR,RELPERM:SORG,RELPERM:SORW,RELPERM:SWCR,RELPERM:SWL,RELPERM:TG,RELPERM:TO,RELPERM:TOG,RELPERM:TW,EG,EO,EOG,EW,KRGEND,KRWEND,LG,LO,LOG,LW,SGCR,SORG,SORW,SWCR,SWL,TG,TO,TOG,TW
00_run3_0_iter-0,0,1,3.62271,1,10.6092,0.6,0.326226,0.890165,1,2.99542,1,14.5935,0.05,0.1,0.42015,0.1796,0.1796,1,11.7971,1,11.8575,1,3.62271,1,10.6092,0.6,0.890165,1,2.99542,1,14.5935,0.05,0.1,0.42015,0.1796,0.1796,1,11.7971,1,11.8575
00_run3_0_iter-0,1,1,9.21103,1,7.653,0.6,0.778646,0.423619,1,12.7323,1,3.06913,0.05,0.1,0.107349,0.1796,0.1796,1,4.16622,1,9.78791,1,9.21103,1,7.653,0.6,0.423619,1,12.7323,1,3.06913,0.05,0.1,0.107349,0.1796,0.1796,1,4.16622,1,9.78791
00_run3_0_iter-0,2,1,5.79721,1,8.06636,0.6,0.748132,0.398238,1,10.9733,1,13.7195,0.05,0.1,0.237799,0.1796,0.1796,1,4.53038,1,10.6961,1,5.79721,1,8.06636,0.6,0.398238,1,10.9733,1,13.7195,0.05,0.1,0.237799,0.1796,0.1796,1,4.53038,1,10.6961
00_run3_0_iter-0,3,1,6.55087,1,4.70209,0.6,0.448783,0.519162,1,1.42565,1,11.1866,0.05,0.1,0.165979,0.1796,0.1796,1,10.7358,1,6.28474,1,6.55087,1,4.70209,0.6,0.519162,1,1.42565,1,11.1866,0.05,0.1,0.165979,0.1796,0.1796,1,10.7358,1,6.28474
00_run3_0_iter-0,4,1,2.66798,1,3.14576,0.6,0.270559,0.450933,1,2.06513,1,5.46347,0.05,0.1,0.250252,0.1796,0.1796,1,0.106442,1,9.85463,1,2.66798,1,3.14576,0.6,0.450933,1,2.06513,1,5.46347,0.05,0.1,0.250252,0.1796,0.1796,1,0.106442,1,9.85463
00_run3_0_iter-0,5,1,10.5501,1,7.34827,0.6,0.996402,0.639042,1,2.16112,1,0.436857,0.05,0.1,0.465547,0.1796,0.1796,1,9.93596,1,0.274533,1,10.5501,1,7.34827,0.6,0.639042,1,2.16112,1,0.436857,0.05,0.1,0.465547,0.1796,0.1796,1,9.93596,1,0.274533
00_run3_0_iter-0,6,1,1.3964,1,14.326,0.6,0.141883,0.962563,1,14.3838,1,2.74972,0.05,0.1,0.000565112,0.1796,0.1796,1,4.55956,1,11.3026,1,1.3964,1,14.326,0.6,0.962563,1,14.3838,1,2.74972,0.05,0.1,0.000565112,0.1796,0.1796,1,4.55956,1,11.3026
00_run3_0_iter-0,7,1,3.22044,1,2.611,0.6,0.217723,0.841499,1,10.774,1,9.37301,0.05,0.1,0.172272,0.1796,0.1796,1,5.15822,1,9.84881,1,3.22044,1,2.611,0.6,0.841499,1,10.774,1,9.37301,0.05,0.1,0.172272,0.1796,0.1796,1,5.15822,1,9.84881
00_run3_0_iter-0,8,1,0.927338,1,13.3452,0.6,0.583658,0.430359,1,8.08495,1,12.6104,0.05,0.1,0.0143475,0.1796,0.1796,1,4.63756,1,7.49855,1,0.927338,1,13.3452,0.6,0.430359,1,8.08495,1,12.6104,0.05,0.1,0.0143475,0.1796,0.1796,1,4.63756,1,7.49855
00_run3_0_iter-0,9,1,7.91735,1,7.5046,0.6,0.786974,0.38962,1,0.458848,1,12.3808,0.05,0.1,0.473601,0.1796,0.1796,1,0.80405,1,13.8125,1,7.91735,1,7.5046,0.6,0.38962,1,0.458848,1,12.3808,0.05,0.1,0.473601,0.1796,0.1796,1,0.80405,1,13.8125
00_run3_0_iter-0,10,1,7.27076,1,8.22866,0.6,0.195439,0.228133,1,5.96592,1,9.13414,0.05,0.1,0.401114,0.1796,0.1796,1,6.17148,1,13.9917,1,7.27076,1,8.22866,0.6,0.228133,1,5.96592,1,9.13414,0.05,0.1,0.401114,0.1796,0.1796,1,6.17148,1,13.9917
00_run3_0_iter-0,11,1,1.64308,1,8.34447,0.6,0.346019,0.882855,1,3.08249,1,9.12298,0.05,0.1,0.470079,0.1796,0.1796,1,3.63503,1,0.276961,1,1.64308,1,8.34447,0.6,0.882855,1,3.08249,1,9.12298,0.05,0.1,0.470079,0.1796,0.1796,1,3.63503,1,0.276961
00_run3_0_iter-0,12,1,3.48341,1,10.0327,0.6,0.339411,0.689865,1,13.6714,1,7.19756,0.05,0.1,0.0938532,0.1796,0.1796,1,9.60788,1,2.30776,1,3.48341,1,10.0327,0.6,0.689865,1,13.6714,1,7.19756,0.05,0.1,0.0938532,0.1796,0.1796,1,9.60788,1,2.30776
00_run3_0_iter-0,13,1,11.0923,1,4.96243,0.6,0.40358,0.558433,1,1.60949,1,5.72845,0.05,0.1,0.0709038,0.1796,0.1796,1,9.47804,1,1.67249,1,11.0923,1,4.96243,0.6,0.558433,1,1.60949,1,5.72845,0.05,0.1,0.0709038,0.1796,0.1796,1,9.47804,1,1.67249
00_run3_0_iter-0,14,1,7.70217,1,6.65261,0.6,0.191858,0.859889,1,13.2487,1,2.11548,0.05,0.1,0.247108,0.1796,0.1796,1,2.03412,1,6.09396,1,7.70217,1,6.65261,0.6,0.859889,1,13.2487,1,2.11548,0.05,0.1,0.247108,0.1796,0.1796,1,2.03412,1,6.09396
00_run3_0_iter-0,15,1,13.477,1,2.31858,0.6,0.230322,0.751538,1,12.5783,1,7.29296,0.05,0.1,0.144081,0.1796,0.1796,1,11.1651,1,13.0232,1,13.477,1,2.31858,0.6,0.751538,1,12.5783,1,7.29296,0.05,0.1,0.144081,0.1796,0.1796,1,11.1651,1,13.0232
00_run3_0_iter-0,16,1,2.76334,1,10.7956,0.6,0.748889,0.129649,1,10.9539,1,9.43553,0.05,0.1,0.242882,0.1796,0.1796,1,13.0883,1,12.4648,1,2.76334,1,10.7956,0.6,0.129649,1,10.9539,1,9.43553,0.05,0.1,0.242882,0.1796,0.1796,1,13.0883,1,12.4648
00_run3_0_iter-0,17,1,3.24472,1,3.60613,0.6,0.746181,0.376331,1,14.7881,1,9.80933,0.05,0.1,0.360007,0.1796,0.1796,1,12.1166,1,5.26329,1,3.24472,1,3.60613,0.6,0.376331,1,14.7881,1,9.80933,0.05,0.1,0.360007,0.1796,0.1796,1,12.1166,1,5.26329
00_run3_0_iter-0,18,1,14.9903,1,5.69746,0.6,0.134235,0.236267,1,2.55964,1,13.3403,0.05,0.1,0.184285,0.1796,0.1796,1,10.3465,1,1.83882,1,14.9903,1,5.69746,0.6,0.236267,1,2.55964,1,13.3403,0.05,0.1,0.184285,0.1796,0.1796,1,10.3465,1,1.83882
00_run3_0_iter-0,19,1,2.93621,1,2.36456,0.6,0.659751,0.515964,1,5.90437,1,14.4113,0.05,0.1,0.290786,0.1796,0.1796,1,4.42064,1,7.10176,1,2.93621,1,2.36456,0.6,0.515964,1,5.90437,1,14.4113,0.05,0.1,0.290786,0.1796,0.1796,1,4.42064,1,7.10176
00_run3_0_iter-0,20,1,13.9913,1,10.2399,0.6,0.574351,0.252547,1,10.7956,1,10.6196,0.05,0.1,0.229293,0.1796,0.1796,1,6.30487,1,7.08656,1,13.9913,1,10.2399,0.6,0.252547,1,10.7956,1,10.6196,0.05,0.1,0.229293,0.1796,0.1796,1,6.30487,1,7.08656
00_run3_0_iter-0,21,1,10.3249,1,8.39591,0.6,0.408358,0.686471,1,8.39275,1,4.00995,0.05,0.1,0.0847893,0.1796,0.1796,1,1.50819,1,11.9818,1,10.3249,1,8.39591,0.6,0.686471,1,8.39275,1,4.00995,0.05,0.1,0.0847893,0.1796,0.1796,1,1.50819,1,11.9818
00_run3_0_iter-0,22,1,1.39101,1,2.08267,0.6,0.11392,0.866416,1,14.2134,1,13.3399,0.05,0.1,0.0350766,0.1796,0.1796,1,4.56489,1,11.7264,1,1.39101,1,2.08267,0.6,0.866416,1,14.2134,1,13.3399,0.05,0.1,0.0350766,0.1796,0.1796,1,4.56489,1,11.7264
00_run3_0_iter-0,23,1,10.6106,1,14.6122,0.6,0.825158,0.129228,1,6.23368,1,14.3155,0.05,0.1,0.418745,0.1796,0.1796,1,14.9729,1,4.76605,1,10.6106,1,14.6122,0.6,0.129228,1,6.23368,1,14.3155,0.05,0.1,0.418745,0.1796,0.1796,1,14.9729,1,4.76605
00_run3_0_iter-0,24,1,10.4862,1,4.17752,0.6,0.511677,0.576946,1,4.58253,1,2.16232,0.05,0.1,0.323933,0.1796,0.1796,1,1.27588,1,2.16914,1,10.4862,1,4.17752,0.6,0.576946,1,4.58253,1,2.16232,0.05,0.1,0.323933,0.1796,0.1796,1,1.27588,1,2.16914
00_run3_0_iter-0,25,1,10.5534,1,14.6846,0.6,0.631078,0.303924,1,8.84937,1,3.65329,0.05,0.1,0.297341,0.1796,0.1796,1,10.0554,1,9.03658,1,10.5534,1,14.6846,0.6,0.303924,1,8.84937,1,3.65329,0.05,0.1,0.297341,0.1796,0.1796,1,10.0554,1,9.03658
00_run3_0_iter-0,26,1,7.66172,1,8.28589,0.6,0.987425,0.29395,1,3.8041,1,1.40711,0.05,0.1,0.0937031,0.1796,0.1796,1,3.12778,1,10.3796,1,7.66172,1,8.28589,0.6,0.29395,1,3.8041,1,1.40711,0.05,0.1,0.0937031,0.1796,0.1796,1,3.12778,1,10.3796
00_run3_0_iter-0,27,1,7.46689,1,0.639465,0.6,0.54628,0.690791,1,0.720714,1,4.60634,0.05,0.1,0.487569,0.1796,0.1796,1,1.48587,1,4.55518,1,7.46689,1,0.639465,0.6,0.690791,1,0.720714,1,4.60634,0.05,0.1,0.487569,0.1796,0.1796,1,1.48587,1,4.55518
00_run3_0_iter-0,28,1,0.735199,1,11.916,0.6,0.434011,0.173501,1,0.888366,1,4.06134,0.05,0.1,0.0648944,0.1796,0.1796,1,2.54812,1,3.1649,1,0.735199,1,11.916,0.6,0.173501,1,0.888366,1,4.06134,0.05,0.1,0.0648944,0.1796,0.1796,1,2.54812,1,3.1649
00_run3_0_iter-0,29,1,4.56558,1,10.5371,0.6,0.628661,0.620015,1,8.75068,1,12.2491,0.05,0.1,0.120372,0.1796,0.1796,1,5.20336,1,10.9916,1,4.56558,1,10.5371,0.6,0.620015,1,8.75068,1,12.2491,0.05,0.1,0.120372,0.1796,0.1796,1,5.20336,1,10.9916
00_run3_0_iter-0,30,1,8.68473,1,6.30982,0.6,0.298558,0.92503,1,4.25967,1,1.60101,0.05,0.1,0.300066,0.1796,0.1796,1,11.4411,1,1.75317,1,8.68473,1,6.30982,0.6,0.92503,1,4.25967,1,1.60101,0.05,0.1,0.300066,0.1796,0.1796,1,11.4411,1,1.75317
00_run3_0_iter-0,31,1,0.749602,1,1.08432,0.6,0.760733,0.58443,1,6.75458,1,6.94214,0.05,0.1,0.326041,0.1796,0.1796,1,12.9864,1,11.8328,1,0.749602,1,1.08432,0.6,0.58443,1,6.75458,1,6.94214,0.05,0.1,0.326041,0.1796,0.1796,1,12.9864,1,11.8328
00_run3_0_iter-0,32,1,6.49035,1,2.18369,0.6,0.292221,0.478669,1,12.9404,1,0.650535,0.05,0.1,0.161077,0.1796,0.1796,1,1.36769,1,0.149864,1,6.49035,1,2.18369,0.6,0.478669,1,12.9404,1,0.650535,0.05,0.1,0.161077,0.1796,0.1796,1,1.36769,1,0.149864
00_run3_0_iter-0,33,1,10.5373,1,14.5107,0.6,0.360304,0.644734,1,12.2555,1,5.33526,0.05,0.1,0.194888,0.1796,0.1796,1,13.9614,1,1.51897,1,10.5373,1,14.5107,0.6,0.644734,1,12.2555,1,5.33526,0.05,0.1,0.194888,0.1796,0.1796,1,13.9614,1,1.51897
00_run3_0_iter-0,34,1,3.10481,1,14.8138,0.6,0.556217,0.22721,1,4.89402,1,1.3309,0.05,0.1,0.02053,0.1796,0.1796,1,0.600214,1,9.34535,1,3.10481,1,14.8138,0.6,0.22721,1,4.89402,1,1.3309,0.05,0.1,0.02053,0.1796,0.1796,1,0.600214,1,9.34535
00_run3_0_iter-0,35,1,8.98055,1,11.3089,0.6,0.871558,0.114371,1,5.42069,1,7.79004,0.05,0.1,0.365899,0.1796,0.1796,1,8.39977,1,1.44508,1,8.98055,1,11.3089,0.6,0.114371,1,5.42069,1,7.79004,0.05,0.1,0.365899,0.1796,0.1796,1,8.39977,1,1.44508
00_run3_0_iter-0,36,1,1.71569,1,2.50508,0.6,0.734161,0.685234,1,9.02578,1,3.68749,0.05,0.1,0.47045,0.1796,0.1796,1,14.3453,1,4.35912,1,1.71569,1,2.50508,0.6,0.685234,1,9.02578,1,3.68749,0.05,0.1,0.47045,0.1796,0.1796,1,14.3453,1,4.35912
00_run3_0_iter-0,37,1,2.42462,1,0.669066,0.6,0.109323,0.635735,1,5.76128,1,7.19122,0.05,0.1,0.0880453,0.1796,0.1796,1,8.71369,1,10.3879,1,2.42462,1,0.669066,0.6,0.635735,1,5.76128,1,7.19122,0.05,0.1,0.0880453,0.1796,0.1796,1,8.71369,1,10.3879
00_run3_0_iter-0,38,1,2.41191,1,1.49126,0.6,0.45546,0.293032,1,0.496399,1,3.52871,0.05,0.1,0.042844,0.1796,0.1796,1,13.466,1,14.0968,1,2.41191,1,1.49126,0.6,0.293032,1,0.496399,1,3.52871,0.05,0.1,0.042844,0.1796,0.1796,1,13.466,1,14.0968
00_run3_0_iter-0,39,1,9.38513,1,11.9123,0.6,0.473738,0.41161,1,7.08337,1,8.87468,0.05,0.1,0.427301,0.1796,0.1796,1,4.64265,1,2.30837,1,9.38513,1,11.9123,0.6,0.41161,1,7.08337,1,8.87468,0.05,0.1,0.427301,0.1796,0.1796,1,4.64265,1,2.30837
00_run3_0_iter-0,40,1,5.49081,1,8.9678,0.6,0.532663,0.669808,1,2.65682,1,6.66595,0.05,0.1,0.000669319,0.1796,0.1796,1,6.42052,1,3.6284,1,5.49081,1,8.9678,0.6,0.669808,1,2.65682,1,6.66595,0.05,0.1,0.000669319,0.1796,0.1796,1,6.42052,1,3.6284
00_run3_0_iter-0,41,1,0.698864,1,7.06625,0.6,0.400129,0.769102,1,8.65014,1,8.0572,0.05,0.1,0.162727,0.1796,0.1796,1,3.07124,1,1.11602,1,0.698864,1,7.06625,0.6,0.769102,1,8.65014,1,8.0572,0.05,0.1,0.162727,0.1796,0.1796,1,3.07124,1,1.11602
00_run3_0_iter-0,42,1,12.31,1,14.2972,0.6,0.870649,0.76012,1,10.6785,1,3.78503,0.05,0.1,0.264668,0.1796,0.1796,1,8.66644,1,4.39969,1,12.31,1,14.2972,0.6,0.76012,1,10.6785,1,3.78503,0.05,0.1,0.264668,0.1796,0.1796,1,8.66644,1,4.39969
00_run3_0_iter-0,43,1,14.9358,1,7.3971,0.6,0.37889,0.978962,1,14.9874,1,10.8229,0.05,0.1,0.460067,0.1796,0.1796,1,10.6768,1,14.7703,1,14.9358,1,7.3971,0.6,0.978962,1,14.9874,1,10.8229,0.05,0.1,0.460067,0.1796,0.1796,1,10.6768,1,14.7703
00_run3_0_iter-0,44,1,4.65752,1,7.80977,0.6,0.730876,0.367843,1,3.11239,1,2.03359,0.05,0.1,0.00555676,0.1796,0.1796,1,10.5093,1,9.63757,1,4.65752,1,7.80977,0.6,0.367843,1,3.11239,1,2.03359,0.05,0.1,0.00555676,0.1796,0.1796,1,10.5093,1,9.63757
00_run3_0_iter-0,45,1,3.08306,1,14.293,0.6,0.45493,0.580204,1,12.0446,1,7.54614,0.05,0.1,0.398955,0.1796,0.1796,1,14.2039,1,13.8762,1,3.08306,1,14.293,0.6,0.580204,1,12.0446,1,7.54614,0.05,0.1,0.398955,0.1796,0.1796,1,14.2039,1,13.8762
00_run3_0_iter-0,46,1,13.0642,1,13.106,0.6,0.991393,0.628761,1,7.04004,1,14.5725,0.05,0.1,0.442844,0.1796,0.1796,1,14.6275,1,13.4465,1,13.0642,1,13.106,0.6,0.628761,1,7.04004,1,14.5725,0.05,0.1,0.442844,0.1796,0.1796,1,14.6275,1,13.4465
00_run3_0_iter-0,47,1,4.37581,1,12.9003,0.6,0.466251,0.144972,1,10.0281,1,9.30634,0.05,0.1,0.240444,0.1796,0.1796,1,8.98422,1,7.45981,1,4.37581,1,12.9003,0.6,0.144972,1,10.0281,1,9.30634,0.05,0.1,0.240444,0.1796,0.1796,1,8.98422,1,7.45981
00_run3_0_iter-0,48,1,10.0936,1,2.05116,0.6,0.350261,0.542515,1,12.6933,1,0.703771,0.05,0.1,0.252019,0.1796,0.1796,1,2.79531,1,0.87904,1,10.0936,1,2.05116,0.6,0.542515,1,12.6933,1,0.703771,0.05,0.1,0.252019,0.1796,0.1796,1,2.79531,1,0.87904
00_run3_0_iter-0,49,1,11.0387,1,4.30091,0.6,0.526297,0.795754,1,11.2304,1,13.5246,0.05,0.1,0.458752,0.1796,0.1796,1,13.75,1,14.4847,1,11.0387,1,4.30091,0.6,0.795754,1,11.2304,1,13.5246,0.05,0.1,0.458752,0.1796,0.1796,1,13.75,1,14.4847
00_run3_0_iter-0,50,1,4.88299,1,12.5382,0.6,0.416838,0.625273,1,10.1475,1,11.5936,0.05,0.1,0.0611571,0.1796,0.1796,1,12.9865,1,2.34002,1,4.88299,1,12.5382,0.6,0.625273,1,10.1475,1,11.5936,0.05,0.1,0.0611571,0.1796,0.1796,1,12.9865,1,2.34002
00_run3_0_iter-0,51,1,6.56117,1,8.01649,0.6,0.521986,0.687597,1,10.0754,1,6.69791,0.05,0.1,0.289431,0.1796,0.1796,1,0.592572,1,11.5597,1,6.56117,1,8.01649,0.6,0.687597,1,10.0754,1,6.69791,0.05,0.1,0.289431,0.1796,0.1796,1,0.592572,1,11.5597
00_run3_0_iter-0,52,1,7.81964,1,11.7151,0.6,0.594979,0.896874,1,4.44428,1,5.61734,0.05,0.1,0.132666,0.1796,0.1796,1,2.47985,1,3.71827,1,7.81964,1,11.7151,0.6,0.896874,1,4.44428,1,5.61734,0.05,0.1,0.132666,0.1796,0.1796,1,2.47985,1,3.71827
00_run3_0_iter-0,53,1,11.8007,1,2.12889,0.6,0.460997,0.401448,1,13.4576,1,0.555418,0.05,0.1,0.462459,0.1796,0.1796,1,13.8468,1,4.48812,1,11.8007,1,2.12889,0.6,0.401448,1,13.4576,1,0.555418,0.05,0.1,0.462459,0.1796,0.1796,1,13.8468,1,4.48812
00_run3_0_iter-0,54,1,9.50317,1,13.8851,0.6,0.69492,0.741697,1,7.57006,1,4.06964,0.05,0.1,0.141669,0.1796,0.1796,1,4.08019,1,5.73186,1,9.50317,1,13.8851,0.6,0.741697,1,7.57006,1,4.06964,0.05,0.1,0.141669,0.1796,0.1796,1,4.08019,1,5.73186
00_run3_0_iter-0,55,1,4.45641,1,13.6442,0.6,0.932928,0.707503,1,7.15132,1,8.51605,0.05,0.1,0.0826843,0.1796,0.1796,1,14.951,1,13.5232,1,4.45641,1,13.6442,0.6,0.707503,1,7.15132,1,8.51605,0.05,0.1,0.0826843,0.1796,0.1796,1,14.951,1,13.5232
00_run3_0_iter-0,56,1,1.80126,1,1.90366,0.6,0.553413,0.922721,1,14.4187,1,1.62586,0.05,0.1,0.16627,0.1796,0.1796,1,4.00215,1,1.41382,1,1.80126,1,1.90366,0.6,0.922721,1,14.4187,1,1.62586,0.05,0.1,0.16627,0.1796,0.1796,1,4.00215,1,1.41382
00_run3_0_iter-0,57,1,5.68338,1,3.76324,0.6,0.540511,0.669874,1,13.9668,1,13.6801,0.05,0.1,0.43761,0.1796,0.1796,1,14.1253,1,5.8606,1,5.68338,1,3.76324,0.6,0.669874,1,13.9668,1,13.6801,0.05,0.1,0.43761,0.1796,0.1796,1,14.1253,1,5.8606
00_run3_0_iter-0,58,1,12.1731,1,5.90846,0.6,0.844458,0.687002,1,0.869015,1,8.9085,0.05,0.1,0.187182,0.1796,0.1796,1,7.40419,1,1.98195,1,12.1731,1,5.90846,0.6,0.687002,1,0.869015,1,8.9085,0.05,0.1,0.187182,0.1796,0.1796,1,7.40419,1,1.98195
00_run3_0_iter-0,59,1,11.7446,1,6.80024,0.6,0.286293,0.126337,1,9.14205,1,14.793,0.05,0.1,0.0572974,0.1796,0.1796,1,9.51602,1,1.4822,1,11.7446,1,6.80024,0.6,0.126337,1,9.14205,1,14.793,0.05,0.1,0.0572974,0.1796,0.1796,1,9.51602,1,1.4822
00_run3_0_iter-0,60,1,0.615502,1,6.63831,0.6,0.957994,0.565219,1,0.744481,1,6.33809,0.05,0.1,0.315088,0.1796,0.1796,1,14.5552,1,9.7538,1,0.615502,1,6.63831,0.6,0.565219,1,0.744481,1,6.33809,0.05,0.1,0.315088,0.1796,0.1796,1,14.5552,1,9.7538
00_run3_0_iter-0,61,1,7.24379,1,8.18155,0.6,0.392926,0.928817,1,5.4373,1,4.0951,0.05,0.1,0.287153,0.1796,0.1796,1,1.55288,1,4.50219,1,7.24379,1,8.18155,0.6,0.928817,1,5.4373,1,4.0951,0.05,0.1,0.287153,0.1796,0.1796,1,1.55288,1,4.50219
00_run3_0_iter-0,62,1,12.6934,1,13.1226,0.6,0.747187,0.3962,1,11.4908,1,2.8062,0.05,0.1,0.0771666,0.1796,0.1796,1,13.935,1,8.15695,1,12.6934,1,13.1226,0.6,0.3962,1,11.4908,1,2.8062,0.05,0.1,0.0771666,0.1796,0.1796,1,13.935,1,8.15695
00_run3_0_iter-0,63,1,14.9263,1,1.15335,0.6,0.762347,0.224109,1,3.06399,1,4.39419,0.05,0.1,0.207547,0.1796,0.1796,1,13.1384,1,14.2098,1,14.9263,1,1.15335,0.6,0.224109,1,3.06399,1,4.39419,0.05,0.1,0.207547,0.1796,0.1796,1,13.1384,1,14.2098
00_run3_0_iter-0,64,1,3.6197,1,12.2803,0.6,0.805915,0.238446,1,9.16859,1,11.6464,0.05,0.1,0.360439,0.1796,0.1796,1,3.47219,1,13.4742,1,3.6197,1,12.2803,0.6,0.238446,1,9.16859,1,11.6464,0.05,0.1,0.360439,0.1796,0.1796,1,3.47219,1,13.4742
00_run3_0_iter-0,65,1,10.4908,1,5.064,0.6,0.121458,0.235268,1,8.18446,1,8.6008,0.05,0.1,0.266418,0.1796,0.1796,1,14.3986,1,2.9402,1,10.4908,1,5.064,0.6,0.235268,1,8.18446,1,8.6008,0.05,0.1,0.266418,0.1796,0.1796,1,14.3986,1,2.9402
00_run3_0_iter-0,66,1,8.29616,1,2.71222,0.6,0.765549,0.120894,1,5.27645,1,13.4533,0.05,0.1,0.366375,0.1796,0.1796,1,13.6614,1,12.4832,1,8.29616,1,2.71222,0.6,0.120894,1,5.27645,1,13.4533,0.05,0.1,0.366375,0.1796,0.1796,1,13.6614,1,12.4832
00_run3_0_iter-0,67,1,10.7889,1,5.59329,0.6,0.641219,0.216498,1,4.53332,1,2.97563,0.05,0.1,0.428635,0.1796,0.1796,1,6.01784,1,6.0471,1,10.7889,1,5.59329,0.6,0.216498,1,4.53332,1,2.97563,0.05,0.1,0.428635,0.1796,0.1796,1,6.01784,1,6.0471
00_run3_0_iter-0,68,1,2.62381,1,7.94439,0.6,0.779651,0.852546,1,13.6199,1,12.6824,0.05,0.1,0.321078,0.1796,0.1796,1,12.6196,1,8.13482,1,2.62381,1,7.94439,0.6,0.852546,1,13.6199,1,12.6824,0.05,0.1,0.321078,0.1796,0.1796,1,12.6196,1,8.13482
